	logFC	logCPM	PValue	FDR
Plscr3	0.165068568	2.924839067	0.444608989	0.815767831
9330175E14Rik	-0.16033235	2.373315492	0.444669437	0.815767831
Sdf4	-0.075401674	8.111155671	0.444727327	0.815767831
Cc2d1a	0.095296639	5.337990946	0.444756984	0.815767831
Cand1	-0.084674152	7.058325171	0.444822216	0.815767831
Gadd45gip1	0.114094153	4.863228112	0.444869938	0.815767831
Hnrnpm	-0.094816521	9.125203206	0.444884271	0.815767831
Pgam1	0.080089141	7.724736896	0.444974363	0.815786332
Khk	0.140174523	2.071098299	0.445123198	0.815912501
Zfp488	-0.118640784	3.398433898	0.445315633	0.816118531
Zswim7	0.185659476	0.935758974	0.445537822	0.816379006
Ftsj3	-0.084417071	6.464091584	0.445849017	0.816802448
Zc3h12d	-0.077142581	7.819285672	0.445983922	0.816902829
Mettl16	-0.096867675	5.148749386	0.446118333	0.81700227
Ugdh	-0.085596285	5.824733259	0.44631623	0.817093855
1600020E01Rik	-0.125715378	2.884727906	0.446328604	0.817093855
Hs6st1	0.101903355	4.155060225	0.446525426	0.817171521
Csk	0.077794707	8.881345396	0.446531305	0.817171521
Ccdc43	-0.096306792	5.046468213	0.446691866	0.817209622
Clasrp	0.094714769	5.699787416	0.446712409	0.817209622
Btf3l4	-0.087090114	6.158731441	0.447204661	0.817758068
Tet3	-0.08528852	7.726889412	0.44724578	0.817758068
Mfsd1	-0.109507363	6.812742259	0.447415554	0.817758068
Golt1b	-0.085649738	5.263917077	0.447416578	0.817758068
Trib2	0.077625436	8.014663655	0.447523628	0.817758068
Sh3gl1	0.085186965	6.492543228	0.447529191	0.817758068
Gstz1	0.135797207	2.299543676	0.447573578	0.817758068
Lonp1	-0.080388328	6.040710892	0.447693279	0.817830234
Os9	0.080470275	7.995887548	0.447889996	0.817862228
Psme3	-0.077267992	7.551845156	0.447900489	0.817862228
9130221H12Rik	0.099314654	3.969158474	0.447965226	0.817862228
Ubr7	-0.081248666	6.355403807	0.448031617	0.817862228
Antxr2	0.104804191	4.416221478	0.448117907	0.81787333
Irak3	-0.198862696	0.589016425	0.448666716	0.818666919
Fgd6	-0.16701367	1.039793238	0.448713289	0.818666919
Eprs	-0.08072873	7.294941666	0.448981931	0.819010511
Fam83d	-0.1407346	2.324787508	0.449166604	0.819200834
Pitpna	0.074634567	8.276194996	0.449389644	0.819393439
Rhno1	0.100677108	5.101757021	0.449432922	0.819393439
Tor1a	0.093857394	4.964172818	0.44957248	0.819501355
2010016I18Rik	0.109743419	6.755068527	0.449892759	0.819503753
Pqlc1	-0.187777794	1.969563466	0.449932189	0.819503753
Rsrp1	0.092126406	8.267723901	0.449952185	0.819503753
Mad1l1	-0.096584554	4.811377857	0.449998767	0.819503753
Ccdc134	0.092218885	4.732924903	0.450047607	0.819503753
Polk	-0.10303154	4.638618816	0.450158095	0.819503753
Atrnl1	-0.194306535	1.066108248	0.450199854	0.819503753
Tmem33	-0.083850311	5.95680331	0.450216733	0.819503753
Fam53c	-0.075346117	6.268136306	0.450399075	0.819689339
Micu1	0.082191319	5.917301203	0.450685312	0.820063905
Srp19	0.0825895	5.821236298	0.450849433	0.820119155
Slc37a4	0.091716001	4.685511439	0.45087653	0.820119155
Tapbp	0.078742788	8.915444761	0.451097695	0.820375102
Zbed4	-0.085255562	5.930279742	0.451257269	0.820438213
Ndufs1	-0.091211352	6.664022522	0.451293315	0.820438213
Rap1b	-0.094551466	9.158035843	0.451436216	0.82053035
Nup88	-0.085221438	6.475785783	0.451504932	0.82053035
Odf2l	-0.159469703	2.551396305	0.451752908	0.820580309
Zbtb14	-0.089939622	5.228775684	0.451768001	0.820580309
Cds2	-0.078147497	8.183854626	0.451773841	0.820580309
Matn2	-0.121569728	4.556833554	0.451905243	0.82066422
Pcbp3	0.195445713	0.9598707	0.451986515	0.82066422
Nup188	-0.080274319	6.465299854	0.452061481	0.82066422
Eps8l1	0.313440418	5.110439179	0.452363107	0.820946132
Pik3cb	-0.131945295	2.913232162	0.452424692	0.820946132
Fam60a	-0.087580852	6.056145989	0.452458298	0.820946132
Ndufa9	-0.086072571	6.538685202	0.452737028	0.820974963
Atf4	0.081937436	7.113005872	0.452757376	0.820974963
Thumpd1	-0.095102703	6.339279902	0.452869231	0.820974963
Trim25	-0.082116362	8.633962477	0.452926714	0.820974963
Cox5b	0.089741611	7.013671277	0.453007512	0.820974963
Cdkn1a	-0.11338762	4.183253624	0.453021512	0.820974963
Rbbp5	-0.082302465	6.314284666	0.453037768	0.820974963
Prkd3	-0.096902096	4.931507852	0.453632586	0.820989373
Mospd2	-0.116568573	3.959883128	0.453759835	0.820989373
Ssbp3	0.080527715	6.772362328	0.453797203	0.820989373
Parvg	0.075347021	7.463988676	0.45380332	0.820989373
Npm1	-0.099227934	9.459575968	0.453877131	0.820989373
Dennd3	-0.127906293	2.352353487	0.453927725	0.820989373
Tap1	0.091703972	9.03209674	0.454046046	0.820989373
Sesn1	0.096357026	5.950025268	0.454103176	0.820989373
Gclm	-0.094884706	4.099459624	0.45419683	0.820989373
Pofut2	-0.090813211	4.631721254	0.454205929	0.820989373
Fancf	-0.120726129	2.619096256	0.45422631	0.820989373
Ccdc166	0.148331308	2.853546499	0.454293318	0.820989373
Wdfy2	-0.094182717	4.839062428	0.454329456	0.820989373
Ntrk3	-0.16791925	1.900257492	0.454354721	0.820989373
Ccdc59	0.088600564	5.267093313	0.454390711	0.820989373
Blcap	0.108623976	3.163424205	0.454514108	0.820989373
Rspry1	-0.089371681	5.826812546	0.454790402	0.820989373
Acadm	0.089256547	4.595257987	0.454831395	0.820989373
Smim14	0.097322513	5.031553672	0.454867249	0.820989373
Lrrc29	0.167155533	1.299173137	0.454942243	0.820989373
Apitd1	-0.117605204	3.681637481	0.454986135	0.820989373
Dscr3	0.076247002	6.369736547	0.455105722	0.820989373
Tax1bp3	0.108706698	3.733724381	0.455120878	0.820989373
Dand5	0.148256232	1.656862618	0.455275215	0.820989373
Acsl5	-0.079214665	8.014470854	0.45529648	0.820989373
Mpdu1	0.080458721	6.36237119	0.455357025	0.820989373
Txndc15	0.100833222	5.018953019	0.455596679	0.820989373
Nol7	0.075609477	6.888931014	0.455731958	0.820989373
Ehhadh	-0.108614177	3.815483054	0.455739376	0.820989373
Ube2g1	-0.102981	5.770144255	0.455750168	0.820989373
Cct5	0.074912452	8.353218906	0.455909154	0.820989373
Ankrd17	-0.076127035	7.997009251	0.455917952	0.820989373
Tmem181c-ps	0.1966926	1.122814807	0.455923644	0.820989373
Mon2	-0.075712819	6.64464532	0.455941027	0.820989373
Bbs4	-0.12681348	2.468072294	0.455962481	0.820989373
Gas8	0.129549476	3.181748146	0.455978083	0.820989373
Disp1	0.1149788	3.695093419	0.456024694	0.820989373
Wdyhv1	0.088713773	4.888937876	0.456301327	0.821209886
Nynrin	0.248527725	0.318396379	0.456308249	0.821209886
Hprt	-0.089168807	6.769208909	0.456523045	0.821451472
Xrn2	-0.085484278	8.371006593	0.456767151	0.821615389
Ublcp1	-0.091561812	5.242132881	0.456818085	0.821615389
Sufu	0.087464019	5.609239386	0.456875787	0.821615389
Fdx1	0.110191355	3.233110405	0.456957457	0.821615389
Ffar2	0.288758828	0.933588864	0.45706835	0.821615389
Zfp775	0.118930957	2.698391284	0.457097588	0.821615389
Fibp	0.096231612	5.144006288	0.457218482	0.821671581
Isoc2b	0.113569275	3.458318036	0.457342201	0.821671581
Rere	0.10245672	6.704178793	0.457370589	0.821671581
Bin3	0.079407497	5.897187753	0.457579605	0.821711633
Cd99l2	-0.105820173	3.628515035	0.457597725	0.821711633
Strn4	0.087758453	6.310223707	0.457634634	0.821711633
Fundc1	-0.094492845	4.89742232	0.457733957	0.821745274
Srek1	-0.089893631	6.044588147	0.457916574	0.821793229
Atp10d	-0.083866854	5.660927931	0.458120189	0.821793229
Adat3	0.139848737	2.779914067	0.458207371	0.821793229
Uck2	0.107917889	4.989797806	0.458242275	0.821793229
Anks1	0.094377375	5.341425201	0.458281281	0.821793229
Setd1b	-0.081864126	6.983715337	0.458612775	0.821793229
Susd3	0.120833226	4.609495882	0.4586132	0.821793229
Eif1a	-0.08705523	6.377524835	0.458708331	0.821793229
Top3b	0.080164989	5.73212114	0.45875853	0.821793229
Srd5a3	0.08969848	4.777390111	0.458846114	0.821793229
Ahcyl2	-0.076666317	6.109999297	0.458912203	0.821793229
Prkag1	0.073303083	6.888400748	0.458939617	0.821793229
Mis18a	-0.110655222	4.576470285	0.459044934	0.821793229
9530082P21Rik	-0.157797624	1.303805688	0.459083375	0.821793229
Lpcat3	0.102510538	5.185443877	0.459179478	0.821793229
Rab3d	-0.113919423	3.213511385	0.459235622	0.821793229
Arih1	-0.083298846	7.839685191	0.459297118	0.821793229
Zfpl1	0.100399782	4.414106116	0.459306852	0.821793229
Gprasp1	-0.097759309	4.123920375	0.459416546	0.821793229
Zfp119a	-0.142450624	2.736325424	0.459437108	0.821793229
Sfxn5	0.211830938	0.381977936	0.459573517	0.821793229
Dazap1	0.079484768	7.255006965	0.459626067	0.821793229
Slc19a1	0.108757338	3.600448084	0.459709258	0.821793229
Dnase2a	0.124650047	3.384229351	0.459741601	0.821793229
Rab26	-0.223756596	0.033505937	0.459830567	0.821793229
Nme6	0.151455087	1.943279982	0.459856052	0.821793229
Prepl	-0.102672711	4.428795935	0.460081155	0.821948134
Mcts2	-0.206310759	0.871900274	0.460206424	0.821948134
Set	-0.084791515	8.894737701	0.460248593	0.821948134
Mrpl14	0.107663446	3.689577064	0.460340367	0.821948134
Chpf2	0.094325445	5.839907409	0.460349671	0.821948134
Zfp131	-0.097627907	5.773648287	0.460551158	0.821948134
Mrpl3	0.083728527	5.522135799	0.460654095	0.821948134
Trmt10a	0.116267357	3.270225403	0.460657983	0.821948134
Wbp1l	0.076444233	7.042232954	0.460680018	0.821948134
Dtx4	-0.147737872	1.389287703	0.460748802	0.821948134
2700097O09Rik	0.11505057	2.971059568	0.460837129	0.821961904
Itgb3bp	-0.115589701	3.027136608	0.46116193	0.822258197
Crtc2	0.085059589	6.088591156	0.461164522	0.822258197
Zbtb7a	0.085207327	6.665778846	0.461394194	0.82252388
Cldnd2	-0.217059587	0.468346453	0.461771627	0.822719573
Trmt44	-0.102505388	3.522054795	0.461906696	0.822719573
Xrcc3	-0.125914922	2.455435326	0.462011459	0.822719573
Polm	0.102745558	4.531325765	0.462013516	0.822719573
Qtrtd1	0.108968754	3.598097849	0.462112206	0.822719573
Zfp605	-0.126657203	3.301547693	0.462223228	0.822719573
2500004C02Rik	0.139393238	1.770508103	0.462255935	0.822719573
Pif1	-0.100127142	4.552985597	0.462339658	0.822719573
Cblb	-0.076946381	8.101459	0.46238513	0.822719573
Terf2	-0.080445025	5.665563093	0.462398664	0.822719573
Abcc4	0.083493258	5.675361898	0.462534236	0.822719573
Vim	0.093527521	9.786286804	0.462579735	0.822719573
Jdp2	0.128707403	2.979624764	0.462776744	0.822719573
Tmem185b	0.08949591	4.718678854	0.462879621	0.822719573
Cyc1	0.085695323	6.391823315	0.463016647	0.822719573
Tbc1d14	-0.075653846	6.710633802	0.463081266	0.822719573
Nusap1	-0.128291491	5.741199543	0.463107311	0.822719573
Lipt1	-0.166520961	1.154881678	0.463137602	0.822719573
Neurl1b	-0.197238688	2.035409113	0.463267058	0.822719573
Slc33a1	-0.086192186	4.937055172	0.463370037	0.822719573
Bcl9l	-0.082381836	6.458337026	0.463475972	0.822719573
Nfix	-0.162389437	1.093887082	0.463646982	0.822719573
Zfp53	-0.102951782	7.005414575	0.463679608	0.822719573
Cdyl	-0.090722667	4.129982693	0.463681418	0.822719573
Elmo1	0.077274194	7.548536493	0.463690331	0.822719573
Rcsd1	0.074847805	7.962074724	0.463814008	0.822719573
Dcaf4	0.104621655	3.894296125	0.463843567	0.822719573
Sfxn3	0.082723392	6.348139551	0.463883193	0.822719573
Gm561	0.119113449	2.57925639	0.463884663	0.822719573
Adarb2	-0.178761968	0.858540207	0.463959327	0.822719573
Fam65a	0.110389693	4.244398277	0.464005125	0.822719573
Tmem37	-0.189465456	0.499677038	0.464112603	0.822767075
Pus7	0.101307519	3.748405622	0.4642638	0.82289205
Riok1	-0.081628382	5.601680439	0.464374022	0.82294437
Nudt19	0.098059826	4.627407726	0.464484546	0.822990536
Ezr	0.078142698	8.983110391	0.464561491	0.822990536
Ggt1	-0.120772229	6.10157783	0.465087534	0.82356639
Gde1	0.089294514	4.773248251	0.465095928	0.82356639
Degs2	-0.214285506	0.934294782	0.465196331	0.82356639
Ampd2	-0.093052431	5.471081286	0.465221694	0.82356639
Ticam1	0.112315172	4.422892123	0.465367913	0.82356639
Abhd5	0.106961195	3.563866857	0.465371142	0.82356639
Tbl2	-0.084679812	5.046222933	0.465576717	0.823687478
Ptcd2	0.081059232	5.305123879	0.46565679	0.823687478
Ccdc125	0.109779875	3.83811067	0.465681898	0.823687478
Slc35a5	-0.10638051	4.598193932	0.465925755	0.823824583
Brox	-0.079974889	6.478820602	0.466113935	0.823824583
Cnot4	-0.084905077	5.290669159	0.466121629	0.823824583
Ccdc163	0.120581667	3.147629343	0.466191754	0.823824583
Usp22	-0.085292517	5.023932674	0.46619803	0.823824583
Mast4	-0.159695699	2.699057932	0.466262348	0.823824583
Hsdl1	0.078886515	5.921885128	0.466324948	0.823824583
Ighmbp2	0.094130557	4.875322817	0.466529012	0.823934589
Oxnad1	0.112564832	3.265678493	0.46654882	0.823934589
Nabp1	-0.132661186	6.638945311	0.466693309	0.824047043
Aggf1	-0.074558864	6.903909548	0.467428017	0.825156484
D1Ertd622e	-0.092763124	5.87403876	0.467565093	0.825156484
Tceb3	0.07794676	6.956454393	0.467580237	0.825156484
4930430F08Rik	-0.145957594	2.242516245	0.46764532	0.825156484
Pfkl	0.078105968	6.08656955	0.467853836	0.825381585
Tubb4a	0.202348579	0.420599788	0.468102326	0.82550478
Rsph3b	0.146923329	2.148178174	0.468195101	0.82550478
Tuft1	0.158259641	2.178079646	0.468255641	0.82550478
Dazap2	0.072332641	8.768537485	0.468279168	0.82550478
Lrrc61	0.087659723	5.053559455	0.468335058	0.82550478
Spns1	0.102019287	5.746401801	0.4684094	0.82550478
Mrpl33	0.080870384	5.766890335	0.468509404	0.825538343
Ranbp6	-0.102297256	5.031265505	0.46890695	0.825972493
Zfp882	-0.135046966	3.128225334	0.468917795	0.825972493
Rnf219	-0.100819705	4.126885515	0.469291756	0.826096787
Arf6	0.072015874	8.896377991	0.469342874	0.826096787
Tcf19	-0.096960658	5.732325199	0.469506218	0.826096787
Lgals1	0.108303503	9.273829572	0.46957683	0.826096787
Apbb1ip	-0.078930052	6.956749434	0.469781581	0.826096787
Grk6	0.07879028	9.39610555	0.46983051	0.826096787
Six5	0.215773699	0.238759769	0.469899967	0.826096787
Zmiz2	0.101307071	7.187948964	0.469902928	0.826096787
Alg2	-0.095568839	3.923151241	0.469977488	0.826096787
Zcchc7	-0.092740382	5.390881945	0.470012238	0.826096787
4930581F22Rik	-0.142272943	2.715506869	0.47002095	0.826096787
Pi4k2a	0.087241198	5.565629509	0.470055205	0.826096787
Asf1b	-0.095415033	5.962233022	0.470098391	0.826096787
P4hb	-0.075167615	8.069261826	0.470143509	0.826096787
Atp2a3	0.077495592	9.039674401	0.470259466	0.826096787
Gm15545	0.174552452	0.809254311	0.470284579	0.826096787
1700109H08Rik	-0.185520683	0.698582931	0.470502852	0.826169825
4930427A07Rik	-0.098830642	4.740645835	0.470531695	0.826169825
Ssh2	-0.083254595	8.794329447	0.470642333	0.826169825
Zswim6	-0.073809367	6.854632613	0.470650242	0.826169825
Nutf2	-0.133115587	2.041320927	0.470984536	0.826504167
Gmeb1	-0.083366607	5.274250782	0.471002816	0.826504167
Ggcx	-0.103689706	3.605353287	0.471094514	0.826522841
Hspa2	0.131975552	1.820749112	0.471287891	0.826719874
Whsc1l1	-0.072601176	7.974721828	0.471400229	0.826774705
Ddx51	0.095484366	4.618620471	0.471486382	0.826783601
Cd163l1	-0.244585745	2.698171267	0.471568699	0.826785768
Mrps27	0.091793699	4.041925094	0.471683389	0.826844683
Tjap1	0.095248434	5.026168366	0.471957545	0.826906559
Gtf3c3	-0.105621657	4.419069671	0.472088742	0.826906559
Amn1	-0.159460783	2.434928835	0.47209429	0.826906559
Stx7	-0.085291287	4.726860051	0.472301846	0.826906559
Evpl	-0.186686837	0.42017874	0.472405814	0.826906559
Zfp120	-0.117882058	5.266851056	0.472601959	0.826906559
Ccdc142	0.104728157	3.615042125	0.472605556	0.826906559
Zfp346	-0.08028841	5.313015756	0.472662005	0.826906559
Ndufs5	0.268216934	1.296877674	0.472850428	0.826906559
4833420G17Rik	-0.081692481	6.316669144	0.472856685	0.826906559
Klhl20	-0.07857163	5.883678497	0.472935476	0.826906559
Atp5a1	0.07315954	9.513733156	0.472944801	0.826906559
Chid1	0.088881664	4.455250329	0.472949387	0.826906559
Acer3	-0.134891526	2.580208232	0.472953602	0.826906559
Gm10548	0.128287521	2.668644096	0.472966364	0.826906559
Spef1	0.146022708	1.739806354	0.473016177	0.826906559
Lrsam1	0.137778236	2.437715876	0.47310264	0.826915945
Grik5	0.139064659	2.756322986	0.473470371	0.827136195
Spg21	0.082132512	6.230310807	0.473555283	0.827136195
Ppt1	0.080133782	6.165204337	0.47377417	0.827136195
Pde8a	0.210561047	0.709696129	0.473875241	0.827136195
Ttll3	0.12297248	4.112318129	0.473922981	0.827136195
Agap2	0.086360275	7.52748271	0.473923798	0.827136195
Eml4	-0.075880973	6.623892511	0.474011611	0.827136195
Tg	0.168738213	2.124698323	0.474046965	0.827136195
Gtf2f2	0.08335846	4.967071245	0.474143934	0.827136195
Mrm1	0.104526659	3.600417242	0.474176904	0.827136195
Cyth1	0.078461374	8.051095312	0.474189302	0.827136195
Nr1d2	-0.176780235	2.546130915	0.474210915	0.827136195
Zfp940	0.123476973	2.607178614	0.474308324	0.827136195
Sptssa	-0.099351076	5.919808491	0.474419039	0.827136195
Cchcr1	-0.109261879	4.357466356	0.474495048	0.827136195
Drg2	0.084125446	5.334325097	0.474526502	0.827136195
Pycrl	0.095262706	4.064640217	0.474957474	0.827592151
Wdsub1	0.115791588	2.870217604	0.475000233	0.827592151
Tnks2	-0.08237978	8.569953545	0.475036206	0.827592151
Emg1	0.071642917	7.42870331	0.475157861	0.827592151
Map3k5	-0.072371106	7.195546347	0.475193885	0.827592151
Lamc1	-0.130254632	4.566724923	0.475353144	0.827728143
Gnl2	0.074770777	5.721337648	0.475731767	0.827943942
Wrb	0.128804975	2.115265587	0.47575126	0.827943942
Yipf4	-0.101450091	5.711462057	0.475761838	0.827943942
Mrpl37	0.084924949	5.355796319	0.476092458	0.827943942
2610507B11Rik	-0.070636739	8.132642916	0.476112813	0.827943942
Oat	-0.095158196	4.879201487	0.476134548	0.827943942
D430042O09Rik	0.097170213	4.698042589	0.476262692	0.827943942
Rheb	-0.095215279	5.828437383	0.476289588	0.827943942
Zfp944	-0.105378591	3.999633162	0.476400508	0.827943942
Tut1	0.085081492	5.037932146	0.476433257	0.827943942
Tmem81	-0.132410126	3.008535966	0.476472448	0.827943942
Pisd	0.08803167	4.973852607	0.476523596	0.827943942
Tmem129	0.086674534	4.468190489	0.476577502	0.827943942
Tmed10	-0.073735701	7.342457851	0.476672541	0.827943942
Pml	0.081968981	8.514375311	0.476694997	0.827943942
Sdr39u1	0.093166613	4.924263831	0.476836319	0.828048356
Zswim3	0.119435821	3.25833816	0.477065577	0.828305412
Rhbdl1	0.120060651	3.061432861	0.477295008	0.828562683
Fam168b	-0.075492708	8.50143426	0.477535648	0.828839319
Nsun3	0.105038849	3.534356398	0.477697792	0.828960275
Zfp667	0.139402997	2.118306821	0.477781428	0.828960275
Fam210b	0.103954203	3.767842953	0.477850996	0.828960275
Cirh1a	-0.076438593	5.714903651	0.478106163	0.828960275
2610002M06Rik	-0.0962529	5.450808652	0.478144669	0.828960275
Zfp511	0.103607556	4.157308434	0.478178944	0.828960275
2510039O18Rik	0.094153517	6.698955934	0.478208861	0.828960275
Carm1	0.099696171	5.044461033	0.478255693	0.828960275
Mlh1	-0.091087795	4.500216324	0.478467216	0.828980684
Pygo2	0.077511809	6.341652292	0.47850161	0.828980684
Pdcd2l	0.107398812	3.532364593	0.478511357	0.828980684
Mlh3	-0.102095803	4.385812389	0.478784545	0.829244978
Gucd1	0.078740235	5.681628502	0.47882656	0.829244978
M6pr	-0.077429063	8.070917884	0.478983653	0.829376177
Sh3bp1	0.089449023	6.279849745	0.479287422	0.829677
Ppm1m	0.076160322	6.121380169	0.479320893	0.829677
Srsf3	-0.07950314	8.577518211	0.479482775	0.829677
Blvrb	0.193398994	0.473276211	0.479482844	0.829677
Dnah8	-0.08360879	7.859949922	0.479767238	0.830028253
Irak4	0.075377918	6.198181073	0.479868103	0.830045654
Bptf	-0.072659508	8.078221501	0.479990132	0.830045654
Taf9b	-0.090049212	5.079743045	0.480120847	0.830045654
Tspan2	-0.189684569	3.151867517	0.480127121	0.830045654
Commd4	0.078404239	6.003369698	0.480277936	0.830045654
Ankrd23	0.10439342	3.71120296	0.480318007	0.830045654
Plcb3	0.111715294	3.266446497	0.480347103	0.830045654
Katnal1	-0.122608879	2.482949611	0.480610559	0.83023111
Ndrg3	0.102034336	7.371195509	0.480617264	0.83023111
Ccnb2	-0.080176576	6.459187153	0.480790911	0.830297351
Eif2s3x	-0.086389702	8.60417867	0.480823475	0.830297351
Golga3	-0.07588658	6.292796748	0.481039029	0.830297351
Phf14	-0.097017497	6.368741666	0.481061105	0.830297351
Ppargc1b	0.176073877	1.774442344	0.481062739	0.830297351
Mtg1	0.104305203	3.31427751	0.481169794	0.830341579
Slc37a3	-0.080617566	6.011324826	0.481446584	0.830645088
Eef1g	0.071581663	9.446514521	0.481543961	0.830645088
Inpp5a	0.13251476	2.158599569	0.481780612	0.830645088
Plbd2	0.115367034	5.126180413	0.481895537	0.830645088
2810001G20Rik	0.105145383	3.110537199	0.482143844	0.830645088
Itgb1	-0.09551817	7.716432245	0.482251151	0.830645088
Acbd3	-0.076965104	6.22460306	0.482257251	0.830645088
Hivep1	-0.074552456	5.686215423	0.482270451	0.830645088
Adprh	0.07467196	6.475193646	0.482283472	0.830645088
Pi4kb	0.074243756	6.115848828	0.48238185	0.830645088
Ube2l3	-0.075399275	8.029956566	0.482394474	0.830645088
